File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
3273f551-1c20-4ac0-a2ca-f255a5f5b19e	C828.TCGA-EB-A44P-01A-11D-A25O-08.4_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A44P	TCGA-EB-A44P-01A	Primary Tumor
43748bfa-1eea-4114-8412-8b0e4803bd76	C828.TCGA-GN-A268-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A268	TCGA-GN-A268-10A	Blood Derived Normal
4e594926-2e5e-4cf6-8cfe-375f972046df	3cb7598d-21cf-44b8-8f70-9aa42b71a709_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
bf8fd43b-1819-444a-9d03-c2a0a754d101	ff888786-bde7-40a5-aa86-3bd2ed0f717b_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-YG-AA3N	TCGA-YG-AA3N-01A	Primary Tumor
f35073fb-3961-4308-9b00-35714510f940	d7b856f2-a7a4-4268-b79f-443f549d0de0_atacseq_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5KH	TCGA-EB-A5KH-06A	Metastatic
a1c760b2-63f2-44a7-b0eb-4c05e610380c	C828.TCGA-ER-A42L-10A-01D-A24R-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A42L	TCGA-ER-A42L-10A	Blood Derived Normal
2a2f54f7-436b-4300-abbb-eb55c2094c18	C828.TCGA-WE-A8K4-01A-12D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8K4	TCGA-WE-A8K4-01A	Primary Tumor
bd71d4e1-aebf-4341-9af7-6afbfd023f50	C828.TCGA-FR-A726-10A-01D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A726	TCGA-FR-A726-10A	Blood Derived Normal
7ef8b3d2-77a5-42c8-9b37-170c5b8fd07a	TCGA-EB-A1NK-01A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A1NK	TCGA-EB-A1NK-01A	Primary Tumor
24a6ed53-b02c-4734-9a19-99f225ce58a2	8d961b6b-a394-43e5-906a-805e5d72cc22_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MR	TCGA-EE-A2MR-06A	Metastatic
eb336cdf-2e64-41f1-bc4c-67a13fe26e29	a4c45d2b-9067-4218-8428-1b7be3977ee1_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A41A	TCGA-EB-A41A-01A	Primary Tumor
f05f00fd-a0b0-4fcd-b202-2cf82a9df450	TCGA-WE-AAA3-06A-11R-A38N-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-AAA3	TCGA-WE-AAA3-06A	Metastatic
044640fa-f56f-410c-99df-39da0385cc86	TCGA-GN-A266-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A266	TCGA-GN-A266-06A	Metastatic
98b453f6-bacc-401b-8264-bc9e4451ac26	b2771cf8-705b-48a5-af24-94d61d708fa5_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GE	TCGA-EE-A2GE-06A	Metastatic
c5f0377d-3b4f-4771-9486-ac2188ea5574	e51f6bf4-d1f0-4178-a922-1d54b8dfd6df_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U3	TCGA-GN-A4U3-06A	Metastatic
32e9a68a-92c9-4855-86f6-e2d78046a215	0c529b73-2880-4958-941c-2b5051db224b_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A26D	TCGA-GN-A26D-06A	Metastatic
5eefabe0-3800-4609-a532-996e34c1e3d2	C828.TCGA-BF-AAP0-06A-11D-A397-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP0	TCGA-BF-AAP0-06A	Metastatic
305e9503-fe22-4f27-b942-491b06b65392	804a851a-a496-4139-b304-4fcbb4e466f8_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4XL	TCGA-EB-A4XL-01A	Primary Tumor
87e431fd-9b8d-4a45-83f0-ecc8c54e715b	TCGA-EE-A2GO-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GO	TCGA-EE-A2GO-06A	Metastatic
99d244ec-ef8e-427f-ac16-b645a86082c1	C828.TCGA-D3-A8GB-10A-01D-A375-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GB	TCGA-D3-A8GB-10A	Blood Derived Normal
e087e7d6-f826-4940-9190-186c8e1fb513	C828.TCGA-EE-A2ML-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2ML	TCGA-EE-A2ML-10A	Blood Derived Normal
0c6ee2ac-52f7-4603-b667-7ca4ffa6b8eb	TCGA-EE-A2M5-06A-12R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2M5	TCGA-EE-A2M5-06A	Metastatic
aefc9796-4cb1-4ff5-b8f0-d1250c0a5480	TCGA-EE-A2MH-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MH	TCGA-EE-A2MH-06A	Metastatic
e6382d23-0fb5-48b3-84bc-26733f9768ba	C828.TCGA-WE-A8K1-06A-21D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8K1	TCGA-WE-A8K1-06A	Metastatic
faf16fe9-80db-4b49-8d6f-d87ef0b07839	C828.TCGA-EE-A2MQ-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MQ	TCGA-EE-A2MQ-10A	Blood Derived Normal
f43ba789-3b6d-473c-9ea9-90bfa136f357	C828.TCGA-FS-A1Z4-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z4	TCGA-FS-A1Z4-10A	Blood Derived Normal
3b38c02a-17db-40ea-9d55-21ef1326ffa1	C828.TCGA-D3-A8GD-10A-01D-A375-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GD	TCGA-D3-A8GD-10A	Blood Derived Normal
fe97f24f-ffb1-44ca-81e2-a888b47c0c3e	C828.TCGA-D3-A2JA-06A-11D-A196-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2JA	TCGA-D3-A2JA-06A	Metastatic
5f085b34-151e-4704-b931-aeede86112c1	C828.TCGA-BF-AAP0-10A-01D-A39A-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP0	TCGA-BF-AAP0-10A	Blood Derived Normal
b559e193-8d5f-40b0-b66b-fd40a2f0a5d6	C828.TCGA-ER-A19J-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19J	TCGA-ER-A19J-10A	Blood Derived Normal
3b70b947-b75f-4e90-b7a1-bd4eeefc8506	C828.TCGA-EB-A44N-10A-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A44N	TCGA-EB-A44N-10A	Blood Derived Normal
172e2082-cf5d-4373-8daa-ce9ea119f054	68da9f95-3234-4d0a-8257-9d3298b17468_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3CB	TCGA-D3-A3CB-06A	Metastatic
c0bb3d18-d08f-46e7-a4d8-c52cb9ab6908	C828.TCGA-GN-A4U4-06A-11D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U4	TCGA-GN-A4U4-06A	Metastatic
8e82c236-2ec9-49fd-b01c-401799f1efee	C828.TCGA-WE-A8ZM-06A-11D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8ZM	TCGA-WE-A8ZM-06A	Metastatic
4dc2c4df-cbd4-43b3-8a9a-365b30872b7d	95636a7d-cd0d-45cf-98e1-6fcbaa5f8b15_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29L	TCGA-EE-A29L-06A	Metastatic
e1bd5616-6f28-4cfc-bbdf-d8b1ef20a3e8	9a761715-b70f-404a-ae37-9cc3cb05cf10_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
820d74e8-3422-49c1-be4c-5f9e73f2f841	df173197-4f52-4119-a04b-db49f8e9f5cd_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A3Z1	TCGA-D9-A3Z1-06A	Metastatic
112bb695-ecd7-42c3-a0bf-3be882587de0	C828.TCGA-FW-A5DX-01A-11D-A27K-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FW-A5DX	TCGA-FW-A5DX-01A	Primary Tumor
f7b7fb3a-6221-41d4-8bdf-9af7490be72a	C828.TCGA-EE-A3AA-10A-01D-A198-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A3AA	TCGA-EE-A3AA-10A	Blood Derived Normal
085593f7-26fe-42d7-9d25-33612005ff78	C828.TCGA-D3-A3ML-06A-11D-A21A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3ML	TCGA-D3-A3ML-06A	Metastatic
02569edb-82c2-494f-8d3f-da3551201b6b	TCGA-FS-A1ZP-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZP	TCGA-FS-A1ZP-06A	Metastatic
f5dfc97f-c43b-4d1c-9ebc-cb030c876cfd	C828.TCGA-EB-A24D-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-10A	Blood Derived Normal
fd1f50b1-d3b3-4b3e-8766-d7c9c35e288b	C828.TCGA-EE-A180-06A-11D-A21A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A180	TCGA-EE-A180-06A	Metastatic
7adf4a37-434e-44cb-95b4-0ba67a977851	C828.TCGA-D3-A51H-06A-12D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A51H	TCGA-D3-A51H-06A	Metastatic
942f604e-83b9-4d16-b276-c56a4894a1df	TCGA-EE-A184-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A184	TCGA-EE-A184-06A	Metastatic
75f4eb85-47ab-4653-b774-2c8795a035eb	TCGA-D3-A3CE-06A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3CE	TCGA-D3-A3CE-06A	Metastatic
1d59e787-cbee-4b22-a377-2ca8e1608a72	C828.TCGA-EB-A3Y6-01A-21D-A23B-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3Y6	TCGA-EB-A3Y6-01A	Primary Tumor
13fa88e1-5117-4ccf-bff1-b3f1d4073383	9ec525b4-7c77-465a-b9c8-4bd23203a205_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GR	TCGA-EE-A2GR-06A	Metastatic
eebe5be1-65b1-4c44-8d68-9b53ac8b8fe0	8e17bc34-5a3a-405d-b8fb-682e7d2b87fd_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
3104d20a-e740-44bd-a506-2a2ca6121f9f	C828.TCGA-XV-AAZY-10A-01D-A401-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZY	TCGA-XV-AAZY-10A	Blood Derived Normal
347345b8-cac8-4609-8649-c8dfd9a48a4a	ef9f6f1a-53bb-4dbc-8a92-c5a06d62a180_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GU	TCGA-EE-A2GU-06A	Metastatic
10e6a9fd-6e47-44cf-acdc-290b69bb94ab	C828.TCGA-ER-A3ET-06A-11D-A20D-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A3ET	TCGA-ER-A3ET-06A	Metastatic
7ebc1415-14d7-405f-9971-48de7a53d60f	C828.TCGA-ER-A19P-06A-11D-A196-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19P	TCGA-ER-A19P-06A	Metastatic
af0d4aef-7733-46fc-a442-7812970d46e3	C828.TCGA-EE-A20H-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A20H	TCGA-EE-A20H-06A	Metastatic
89e7831d-24ee-401b-8a31-87d08efd2a80	a7aba698-4417-4dfe-bff7-8a420e1fb0e9_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A17Z	TCGA-EE-A17Z-06A	Metastatic
c942635a-9e51-460a-abf0-c2d96ab5686d	TCGA-YG-AA3O-06A-11R-A38N-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-YG-AA3O	TCGA-YG-AA3O-06A	Metastatic
e4ed4856-e545-4e4c-8fc8-7bc3a8b077d1	487e8def-cad8-4a4a-bc6b-48377972cebb_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A4FB	TCGA-FS-A4FB-06A	Metastatic
8fdd5883-7fa5-4115-9a06-29b409244dd9	TCGA-D3-A8GJ-06A-11R-A37G-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GJ	TCGA-D3-A8GJ-06A	Metastatic
b14f4187-1daf-49b8-a16c-14ae048c24e3	C828.TCGA-FS-A1ZP-10A-01D-A199-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZP	TCGA-FS-A1ZP-10A	Blood Derived Normal
c652a741-5978-4712-96a6-444b8dd203be	C828.TCGA-EB-A4IQ-01A-12D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4IQ	TCGA-EB-A4IQ-01A	Primary Tumor
dbd22273-c28b-403e-8850-c2b5e673e208	2f8d0cd8-3161-4474-b6d9-1c6af09eacb9_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-YG-AA3P	TCGA-YG-AA3P-06A	Metastatic
5163fc44-41f8-4be2-ad4f-c849fe702306	C828.TCGA-EB-A4OY-10A-01D-A25O-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A4OY	TCGA-EB-A4OY-10A	Blood Derived Normal
ba02a3bf-11c6-4fed-b778-24d01863399c	C828.TCGA-ER-A19E-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19E	TCGA-ER-A19E-06A	Metastatic
3e9b2f2d-88ca-431e-879d-f9c90fca343d	C828.TCGA-GN-A4U9-06A-11D-A32N-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U9	TCGA-GN-A4U9-06A	Metastatic
2f91fc51-e6af-4aca-80f4-4780a676b6d0	C828.TCGA-EE-A185-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A185	TCGA-EE-A185-10A	Blood Derived Normal
e180f699-c4ed-48c5-ac6c-cea4a319d8ea	C828.TCGA-D3-A3MR-10A-01D-A21A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3MR	TCGA-D3-A3MR-10A	Blood Derived Normal
2852251d-0426-4466-9069-a8d37b8238e4	e22b3793-21cc-4462-be2b-c34c1710e6eb_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FR-A8YC	TCGA-FR-A8YC-06A	Metastatic
69a20f2e-05de-454d-a6a5-58e8ef22c78b	1c356cd8-5f5b-4357-90ea-d2d23109e284_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19K	TCGA-ER-A19K-01A	Primary Tumor
03bd60ad-57fa-4ae5-ba05-b7b1471f76a9	TCGA-GN-A4U9-06A-11R-A360-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U9	TCGA-GN-A4U9-06A	Metastatic
8c1fe9fc-e636-4eee-91c5-faf7a5c11261	C828.TCGA-EB-A85I-10B-01D-A34X-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A85I	TCGA-EB-A85I-10B	Blood Derived Normal
68952e83-6591-4a06-8aeb-5387b9c7228b	C828.TCGA-FS-A1ZF-10A-01D-A199-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZF	TCGA-FS-A1ZF-10A	Blood Derived Normal
de2638c9-f15b-423d-b810-2acabbc28526	TCGA-ER-A2NB-01A-12R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NB	TCGA-ER-A2NB-01A	Primary Tumor
ea1f2504-e460-4772-91e9-8718e3518e4a	C828.TCGA-EE-A2GJ-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GJ	TCGA-EE-A2GJ-10A	Blood Derived Normal
422b7c7b-ce0a-4a88-98c5-228534011d9d	C828.TCGA-Z2-AA3S-06A-11D-A397-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-Z2-AA3S	TCGA-Z2-AA3S-06A	Metastatic
0737d296-2931-4175-b335-a056793dcb99	TCGA-ER-A2NC-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NC	TCGA-ER-A2NC-06A	Metastatic
b2423cb7-2e94-45dd-94c6-eb068719d212	TCGA-BF-A1PU-01A-11R-A18V-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A1PU	TCGA-BF-A1PU-01A	Primary Tumor
7cb5c35e-0faf-482f-ae02-1a088e995d61	7cc78470-387f-4ccd-a6be-667b6be78258_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F8	TCGA-DA-A3F8-06A	Metastatic
7453a558-eb32-4dbc-9331-9782ee3320cd	C828.TCGA-ER-A19S-10A-01D-A198-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19S	TCGA-ER-A19S-10A	Blood Derived Normal
572f3fe5-f631-4e05-b147-fada6692bc27	C828.TCGA-DA-A3F3-10A-01D-A20D-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F3	TCGA-DA-A3F3-10A	Blood Derived Normal
db33fc7f-7f41-4033-81db-a47766df59f0	C828.TCGA-DA-A3F5-06A-11D-A20D-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F5	TCGA-DA-A3F5-06A	Metastatic
e42b7b31-702d-48eb-ad3b-dafcdd391f06	C828.TCGA-BF-A5EP-01A-12D-A27K-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-A5EP	TCGA-BF-A5EP-01A	Primary Tumor
11191888-3edd-4b39-b193-dc1eeffebd63	5261cdbf-de2a-4686-9390-be5ba071896f_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19E	TCGA-ER-A19E-06A	Metastatic
a62311a3-9915-4c68-83d9-664cf104dc14	13f658d6-d56c-48b4-82ea-06fc12b2f29f_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1IB	TCGA-DA-A1IB-06A	Metastatic
0af36348-7fee-4077-9a98-eb763a9f9ae8	C828.TCGA-D3-A1Q7-10A-01D-A19A-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q7	TCGA-D3-A1Q7-10A	Blood Derived Normal
f42550bc-f3c4-4636-9d9d-8cc59458dde4	C828.TCGA-GF-A4EO-06A-12D-A24R-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GF-A4EO	TCGA-GF-A4EO-06A	Metastatic
591d905d-ffd5-42ef-8595-bc8691b5a35b	C828.TCGA-FS-A1ZM-06A-12D-A197-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZM	TCGA-FS-A1ZM-06A	Metastatic
6af8c5ea-7539-4fb0-9d59-8ad728f0aa3a	66e94a60-4cb4-444f-bc9c-68d21f5922cb_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2A1	TCGA-EE-A2A1-06A	Metastatic
0212d285-2e84-40be-8a5d-480d0ee5cce1	C828.TCGA-D3-A2J8-06A-11D-A196-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2J8	TCGA-D3-A2J8-06A	Metastatic
0088d71d-f04d-45d1-813b-58a0d837a5d3	TCGA-DA-A1I2-06A-21R-A18X-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-06A	Metastatic
8fd83df0-2fe1-4880-af2a-c6679ce36613	C828.TCGA-EB-A3Y7-10A-01D-A23B-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3Y7	TCGA-EB-A3Y7-10A	Blood Derived Normal
ae2a6150-7da8-4243-a03e-23f93b5a6f55	C828.TCGA-WE-A8ZT-06A-11D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8ZT	TCGA-WE-A8ZT-06A	Metastatic
18fb622f-7330-46c3-9cf6-2306e44e6dea	TCGA-XV-AAZV-01A-11R-A404-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZV	TCGA-XV-AAZV-01A	Primary Tumor
1b1cd074-92e3-4be9-9a4c-6adcef410bfe	C828.TCGA-EE-A2GS-06A-12D-A197-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GS	TCGA-EE-A2GS-06A	Metastatic
6b8a2127-63b5-4fb7-9a62-cacf4a884a9e	C828.TCGA-WE-AAA4-10A-01D-A38J-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-AAA4	TCGA-WE-AAA4-10A	Blood Derived Normal
dc339226-aa64-47f9-8810-a268ff2dbbfc	C828.TCGA-EE-A29A-10A-01D-A198-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29A	TCGA-EE-A29A-10A	Blood Derived Normal
2ab36ae1-907a-4671-bed9-1357824f95e0	C828.TCGA-EE-A184-06A-11D-A196-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A184	TCGA-EE-A184-06A	Metastatic
ecb77c19-6344-4936-a8e4-daca64937249	90557a32-2170-438f-89d9-f087c9aaf6bf_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A8GL	TCGA-D3-A8GL-06A	Metastatic
2aac8d2f-8053-45c8-b8c4-e98c2d18c4ab	4c27a1dd-e8d1-4068-9eac-646c0ca8594d_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I8	TCGA-DA-A1I8-06A	Metastatic
0609ae15-650b-48d3-9cc5-321fb505ba10	C828.TCGA-WE-A8JZ-06A-11D-A372-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-WE-A8JZ	TCGA-WE-A8JZ-06A	Metastatic
e8b3974a-b312-4a3e-bd56-7669117dd4ee	C828.TCGA-EB-A57M-10A-01D-A30X-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A57M	TCGA-EB-A57M-10A	Blood Derived Normal
edca6064-aa0d-44ca-b99d-5095051f6dff	TCGA-DA-A3F2-06A-11R-A20E-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F2	TCGA-DA-A3F2-06A	Metastatic
b04df1de-efc7-4095-8308-fb00b3c6b5f0	788ed02d-984a-421b-b3e5-10e0e093e1be_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19H	TCGA-ER-A19H-06A	Metastatic
5ca07e5d-2f84-4e31-b9e1-3e8428f57941	41d0295e-4d7b-482a-85fe-ed4709765569_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1QA	TCGA-D3-A1QA-06A	Metastatic
6f008b75-4d91-49ab-b332-2358edcd6dcc	C828.TCGA-W3-AA1R-10A-01D-A39A-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-W3-AA1R	TCGA-W3-AA1R-10A	Blood Derived Normal
64708328-f53c-4086-9877-94f5fdcfc24e	ac9597b0-5532-42db-bdd7-602467253c7a_gdc_realn_rehead.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A85I	TCGA-EB-A85I-01A	Primary Tumor
641d43e8-d2d0-4f78-a3da-bc80e05b1e75	TCGA-FS-A1ZG-06A-11R-A18W-13_mirna_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZG	TCGA-FS-A1ZG-06A	Metastatic
b0a568c4-bd4b-4381-b634-11c9075b829f	C828.TCGA-D3-A3BZ-06A-12D-A196-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3BZ	TCGA-D3-A3BZ-06A	Metastatic
